1,10
2,10
3,10
4,12
5,10
6,10
7,10
8,10
9,10
10,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,12
19,10
20,10
21,10
22,6
23,10
24,10
25,10
26,10
27,10
28,10
29,12
30,10
31,10
32,10
33,10
34,10
35,6
36,6
37,6
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,6
50,10
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,6
60,6
61,10
62,6
63,6
64,6
65,10
66,6
67,6
68,6
69,6
70,6
71,6
72,6
73,6
74,6
75,6
76,6
77,6
78,6
79,6
80,6
81,14
82,6
83,6
84,6
85,6
86,6
87,6
88,6
89,6
90,12
91,12
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,6
102,6
103,6
104,6
105,6
106,6
107,6
108,6
109,6
110,6
111,6
112,6
113,6
114,6
115,14
116,6
117,6
118,6
119,10
120,6
121,6
122,6
123,6
124,6
125,6
126,6
127,6
128,6
129,14
130,6
131,6
132,6
133,14
134,6
135,6
136,6
137,6
138,6
139,6
140,10
141,6
142,6
143,6
144,12
145,6
146,6
147,6
148,6
149,6
150,12
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,6
159,14
160,6
161,6
162,6
163,6
164,6
165,6
166,6
167,10
168,6
169,6
170,6
171,6
172,6
173,10
174,6
175,6
176,6
177,6
178,6
179,6
180,6
181,6
182,6
183,6
184,6
185,6
186,6
187,6
188,6
189,6
190,6
191,6
192,6
193,6
194,6
195,10
196,6
197,6
198,12
199,6
200,6
201,6
202,6
203,6
204,6
205,6
206,6
207,6
208,6
209,6
210,6
211,6
212,6
213,14
214,6
215,6
216,6
217,6
218,6
219,6
220,6
221,6
222,6
223,6
224,6
225,6
226,12
227,6
228,6
229,6
230,6
231,6
232,6
233,6
234,6
235,6
236,10
237,6
238,10
239,12
240,6
241,6
242,6
243,6
244,6
245,6
246,6
247,6
248,6
249,14
250,6
251,6
252,6
253,6
254,6
255,6
256,6
257,6
258,6
259,6
260,6
261,6
262,6
263,6
264,14
265,6
266,6
267,6
268,12
269,6
270,6
271,6
272,6
273,6
274,12
275,6
276,6
277,6
278,6
279,6
280,6
281,6
282,10
283,6
284,6
285,6
286,6
287,6
288,6
289,6
290,6
291,6
292,10
293,12
294,6
295,6
296,6
297,6
298,6
299,6
300,14
301,6
302,12
303,6
304,6
305,6
306,6
307,6
308,6
309,6
310,6
311,6
312,6
313,6
314,6
315,6
316,6
317,6
318,6
319,6
320,6
321,6
322,6
323,6
324,12
325,6
326,12
327,6
328,6
329,6
330,6
331,6
332,6
333,6
334,6
335,6
336,6
337,6
338,6
339,6
340,6
341,6
342,6
343,6
344,6
345,6
346,6
347,6
348,12
349,6
350,6
351,6
352,12
353,6
354,6
355,6
356,6
357,6
358,6
359,6
360,6
361,6
362,6
363,6
364,10
365,6
366,6
367,6
368,6
369,6
370,10
371,6
372,6
373,6
374,6
375,6
376,10
377,6
378,6
379,6
380,6
381,6
382,6
383,6
384,6
385,10
386,6
387,6
388,6
389,6
390,6
391,6
392,6
393,6
394,6
395,6
396,6
397,10
398,6
399,6
400,6
401,14
402,6
403,6
404,12
405,6
406,6
407,6
408,6
409,14
410,6
411,6
412,6
413,14
414,14
415,6
416,6
417,6
418,6
419,10
420,6
421,6
422,6
423,6
424,6
425,6
426,6
427,14
428,6
429,6
430,6
431,12
432,10
433,6
434,6
435,6
436,6
437,6
438,6
439,6
440,6
441,6
442,14
443,6
444,6
445,6
446,6
447,6
448,6
449,6
450,6
451,6
452,12
453,12
454,6
455,6
456,6
457,6
458,10
459,6
460,6
461,14
462,6
463,10
464,14
465,10
466,6
467,6
468,6
469,6
470,6
471,6
472,6
473,6
474,6
475,6
476,6
477,6
478,6
479,6
480,10
481,6
482,6
483,6
484,6
485,6
486,6
487,6
488,6
489,6
490,6
491,10
492,6
493,6
494,6
495,6
496,6
497,6
498,6
499,6
500,6
